SOAAADD12AB018A9DD	TRNCENP12903C9EF3A
SOMTUGQ12A6D4F71B5	TROMIEM128F14554D8
SOMTUHN12A58A78B25	TRBUOYX128F148A2D6
SOMTUII12A8AE483E2	TRSKRAG128F42651DB
SOMTUII12AF729E35F	TROXFIK128F4267BDB
SOMTUJA12A8C139466	TRGYUKJ128F42660A6
SOMTUKD12A8C13DFA2	TRXEVXW128F428A707
SOMTULA12A6D4FA5C4	TRAOFPQ128F149EA12
SOMTULC12AB018DC7D	TRGKMNW12903CBD6CA
SOMTUNH12A6D4F987E	TRRFLDU128F148C7ED
SOMTUOQ12A6D4F7A89	TRWGXJV128F14567D3
SOMTUPP12A6701FC38	TRMWYIH128E078DCA6
SOMTUQM12AB017DDE7	TRIUFKZ128F9304EBF
SOMTUTM12A6D4FBA8D	TRAILWY128F149EB2C
SOMTUTZ12A6D4F7364	TRGDDBI128F145A47C
SOMTUTZ12AB01826B7	TRMDMPK128F92F91FD
SOMTUVD12A6D4F8704	TRYTKVM128F1483312
SOMTUWA12AB018A406	TRPORLC12903CCC4C4
SOMTUXB12AB018B1A0	TRHNTVM128F933A4A5
SOMTUXJ12A8C1441E2	TRCARJR128F92DE594
SOMTUXJ12AB0183815	TRDUQLH128F933A07B
SOMTUXN12AAF3B3107	TRXUQQN128F92E48BF
SOMTUZL12AB017E1DA	TRXFKQM128F92F9F37
SOMTVCF12AB018841F	TREFWXQ12903CD1AF4
SOMTVEC12A6D4FA66B	TRNSALA128F1493226
SOMTVGH12A58A7C08A	TRZYXUR128F425C51A
SOMTVHJ12A6D4F99FE	TRWAXNU128F1484CEB
SOMTVJD12AB0186446	TRSINXK128F934AFB0
SOMTVNW12A8C13D87A	TRAJTAQ128F427E949
SOMTVOQ12A6D4F90E1	TRUVUCY128F1480BE3
SOMTVQQ12A6310EE8F	TRVTCPD128F148CCA9
SOMTVRN12A8C13BB80	TRDUOWZ128F4264864
SOMTVRZ12A8C13A987	TRMRZOK128F42992B9
SOMTVSE12AB0185536	TRRWRKS12903CBE6FE
SOMTVSH12AB017C8CA	TRFXLMN128F931ED2F
SOMTVTF12AC46875ED	TRJJCBS12903D030D0
SOMTVUY12AB0189EAE	TRECWOH128F9357162
SOMTVWP12A6D4F896B	TRVKMGM128F4253B6C
SOMTWAZ12AB018142A	TRPJAMR128F93498FD
SOMTWEO12AB01842EC	TRNQJDH12903CA1005
SOMTWFZ12AB0184E46	TRNIEBE128F9339CEF
SOMTWGG12A8C133C7A	TRCNVBY128F4257B69
SOMTWJS12A6D4F4158	TRMEWYO128F145B001
SOMTWKW12A8C13C543	TRVCTUS128F426A9C4
SOMTWLM12A67AD9184	TRCKDNC128EF348691
SOMTWMG12AB017DC04	TRLFFOK128F92EACF5
SOMTWNY12AB018672B	TROMPRZ128F934CFB7
SOMTWTP12AB0186C00	TRBANRY12903CA6BBA
SOMTWTQ12A6D4F9438	TRKRDEM128F1488FF8
SOMTWUL12A58A79CE8	TRPTMNM128F42B5D3E
SOMTWUY12A58A7EF01	TRNCRDU128F42A5667
SOMTWVQ12AB0183721	TRZBUKN128F9313BD7
SOMTWWN12AB0184A7A	TRHAMWC128F93439C1
SOMTWYP12AB0189A79	TRTNNPQ128F933C06F
SOMTWZO12AB0189B25	TRRZYPG12903CBAA13
SOMTXAD12A6D4FBBAE	TRXZLOX128F4225402
SOMTXDI12A81C231BC	TRBBJBV12903CECAF8
SOMTXEN12AF72A097C	TROFRGU128F14525CE
SOMTXFB12A6D4F7E57	TRFKBQW128F14583F7
SOMTXFP12A6D4F6E94	TROGNPU128F145D9BB
SOMTXGB12A8C13BB42	TRNAGID128F429940D
SOMTXGN12A8C13D464	TRWBFKB12903D01AD5
SOMTXMA12AB018B1F6	TRILEGS12903CDB166
SOMTXMD12AB017DE19	TRMAAXT128F931DF2E
SOMTXNS12A6D4F6262	TRFQHNO128F145F0E1
SOMTXON12AB0186123	TRTNCMT128F932A80E
SOMTXOO12A8C13CDA9	TRKBQWH128F42768AE
SOMTXOY12A58A7D3E3	TRYTNNC128E0786663
SOMTXQT12AB01871F5	TRICBTA12903CC97CA
SOMTXRO12A8C1333C1	TRCPSMN128F4238767
SOMTXSB12AF72ACC38	TRBAUVN128F932FEF8
SOMTXTZ12A8C134689	TRIQCCH128F4248397
SOMTXVX12AF72A6F47	TRUCOYT12903D06FE6
SOMTXYJ12AB0186475	TRHEILU128F9338FC3
SOMTXYU12A8C13C5A5	TRUPEHA128F429312B
SOMTXZE12AB01873E8	TRANWTX12903CB30CD
SOMTYBS12AB01832A5	TRGZAIO12903CF54DB
SOMTYDO12AB017DDEB	TRMHMMZ128F9314E01
SOMTYFR12A81C20AF5	TRKGTBC128F4233A3B
SOMTYFR12A8C133C0F	TRGFAPO128F423EAD8
SOMTYGY12AB0185C8A	TRKYQZO12903CB2C1F
SOMTYIJ12A8C13B223	TRKEGIG128F428A52F
SOMTYIN12A8AE4847A	TRQJQAC128F422B26D
SOMTYLD12AF72A6883	TRAOYFS128F423E593
SOMTYLM12A58A7B324	TRGYJUO128F932051F
SOMTYNP12B0B80819C	TRHABEW128EF346712
SOMTYRF12A6701CFDD	TRRMIYS128F427E9ED
SOMTYTX12AC46886DC	TRVIRXH12903CF5C10
SOMTYUD12A8C13FD8D	TRUMGRN12903CB2255
SOMTYVG12AB017FB18	TRDDKCB128F92EADD6
SOMTYWS12A58A7779F	TRRYGMG128F4238383
SOMTYXH12A58A7CF5D	TRZMAYV128F9337D91
SOMTYXW12A6D4F8FAB	TRTJLGJ128F1485899
SOMTYYZ12AB018A4B3	TRRWHFY128F9349111
SOMTZBD12AB0182407	TRHMIOW128F9342A20
SOMTZCA12A8C1348E1	TRVPTMQ128F423ECEC
SOMTZCZ12AB017D1CC	TRRJIYP128F92F8A0E
SOMTZDL12A8C1408FC	TRNLLCK128F42BC6CC
SOMTZFE12A8C138297	TRXANBG128F42639F0
SOMTZGQ12A67FFB3C2	TRWCPRY128EF346084
SOMTZIC12A6D4FA17E	TRZHPBB128F1492B47
SOMTZIN12A6D4F822D	TRIFFVQ128F146CBCE
SOMTZJG12AB01858DC	TRRXBKR128F9359DFA
SOMTZNW12A8C14506B	TRRVIRQ128F92F2B7A
SOMTZOO12A58A7BF5F	TRQGMSA128F9316A1E
SOMTZOS12A6D4FB4E0	TRIRRHN128F149724C
SOMTZQB12A8C1408DC	TROUIXP128F428D5E9
SOMTZQU12A58A7AB61	TREPWRL128F426E674
SOMTZRG12A6D4F6DCA	TRXIMFV128F146318A
SOMTZVY12AB01858D4	TRYXZMT12903CAFC91
SOMTZYD12AB01836AA	TROJQNE128F9310FD4
SOMTZYR12AF72A0183	TRQGKKZ128F9326B07
SOMTZYU12AB017D632	TROTSZG128F93123E5
SOMUABY12A58A7E5C6	TRDDPVM128F4274B98
SOMUABZ12A6D4F9810	TRGQPHL128F148D179
SOMUAFO12A6D4FA964	TRQMFFZ128F149A216
SOMUAGM12AB017C92C	TRXFBCN128F931A20F
SOMUAHG12A58A7BEF6	TRYBZQE128E078F669
SOMUAIG12A6D4FB9D6	TRPVMEY128F424C314
SOMUAIG12A8C13F9ED	TRJDBLF128F9307ECA
SOMUAIK12A81C214CB	TRRWLEK128F4254381
SOMUAJS12A8C131249	TRQMUGO128F4263823
SOMUAMM12A6D4F8231	TRLYOAI128F148B2B1
SOMUAOG12AB01888A4	TRHZVFZ12903C9CE3F
SOMUAOJ12AB018580A	TRVKTZA12903CBCAA9
SOMUARG12AB017F9EF	TRBDQAA128F9347190
SOMUARL12A6D4F9DE0	TRHMHMV128F148DDE3
SOMUARR12A58A7D3CC	TRIWBRO128F92F21E8
SOMUARZ12A6D4F846E	TRJFUZC128E0781018
SOMUASC12A67ADA515	TRFZMNE128F426D9AE
SOMUASE12AC46861C1	TRPWRWA12903D06A18
SOMUATN12AB01854A6	TRXQCGM128F9340186
SOMUATU12A6D4F8920	TRLHGKO128F1476D6F
SOMUAUV12A8C134C2C	TRPNKVT128F4265179
SOMUAVG12A81C21716	TRRTYND128F4230514
SOMUAYE12A6D4F6CCE	TRSUYEG128EF35FA3F
SOMUAYI12AB018B0B2	TRYGUSS12903CD204C
SOMUAYN12AB0189056	TRGKZKQ12903CB5EF7
SOMUAZV12AB018BD18	TRNCGEP12903CC0A4B
SOMUBBF12A8C13C6EB	TRVKEGD128F429E50D
SOMUBDU12A6D4F615A	TRTQUQJ128F14520C2
SOMUBEP12A58A77E8A	TRJJOKL128F92FEBF1
SOMUBFV12A8C13C08D	TRSJJTP128F42914AE
SOMUBGE12A81C21A87	TRPZSUR128F930C414
SOMUBKV12A6D4F6E08	TRVDIEP128F14535D0
SOMUBMO12AB017FE8D	TRKRNST12903CDF74D
SOMUBMR12AB018AE30	TRCMGPC128F9339F26
SOMUBMV12A8C13AC25	TRFFRMB128F427B349
SOMUBOL12A8C13D9D5	TRISPEX128F427FEFB
SOMUBPR12A8C13E1FB	TRMWTYP128F4292300
SOMUBRT12A8C131F4B	TRHDAUT128F42413CA
SOMUBTR12A8C13214A	TRGLECE128F934BAEF
SOMUBTR12AF72A5694	TRZSCBA128F93235C8
SOMUBTT12A6310EDD5	TRTFPEP128C7196DC8
SOMUBTW12A8C13EBE2	TRHRKXE128F427BD3F
SOMUBVL12AB01819FE	TRTJOYB128F9337B7F
SOMUBWJ12AC4687965	TRRUWFQ12903D059C8
SOMUBWN12AB0182F8E	TRAEKXY128F9337C5E
SOMUBWY12A8C136F49	TRHKODW128F4255E4D
SOMUBYA12A8C143B15	TRKVNVY128F92DF4FA
SOMUBYV12A58A7D485	TRENHJB128F145412B
SOMUCAX12A58A7B0E4	TRUQQCR128F4277C10
SOMUCCC12A8C144B66	TRSPGTG128F9305C29
SOMUCDK12A8C132B41	TRKAJVU128F426400A
SOMUCDM12A8C140356	TROWILG128F92D06EE
SOMUCDP12A8C139CB0	TRGJYWK128F428D09A
SOMUCEF12A8C133BFC	TREZZUN128F42485FF
SOMUCEW12AB018392B	TRXXRBH128F92E780A
SOMUCFP12A6701F28E	TRTJQLR128E0788AED
SOMUCGD12A58A7EFE8	TRTKKJQ128F42810BC
SOMUCHV12AB0185829	TRLSBZI128F92C1F65
SOMUCKG12A8C13AFC1	TRKZNLM128F9338EE4
SOMUCMA12A8C132434	TROVJWX128F424F999
SOMUCMC12A8C130A45	TRCEMOG128F425F7D0
SOMUCRN12A8C13540E	TRCXOMV128F4252C59
SOMUCSI12A8C142D4F	TRRFGDX128F92DF23B
SOMUCSX12A58A78E3C	TRKRAXZ128F93134D0
SOMUCUX12A6D4F734B	TRRYEZU128F1457FAE
SOMUDEK12A8AE475D4	TRRTVHH128F423B10F
SOMUDEM12AB01805A6	TRUHGIG128F931F1BE
SOMUDEN12A6D4F8817	TRLZRLP128F14694F5
SOMUDEQ12AB0188215	TRQOXCJ128F93377FD
SOMUDGG12A6D4F75AC	TRFFBQO128F145A19C
SOMUDHS12AF72A1711	TRIAKQE128F931C9E5
SOMUDIZ12A6D4FA1C5	TRKBQBL128F1489C56
SOMUDJA12AB018CCF8	TRIWMJZ12903CD7E15
SOMUDJC12AB0183846	TRILPPN128F92FE1B4
SOMUDLY12AB0189074	TRPQPIN12903CBF9E9
SOMUDNG12A6D4FB80A	TRMGBRM128F421E54C
SOMUDNW12A8C13BB3F	TRMINQW128F42993C6
SOMUDOG12A8C13CBBB	TRQMOVO12903CEF367
SOMUDOQ12AB017C384	TRUVTAQ128F92EE522
SOMUDPH12AB0183341	TRPYNQO128F932DAD9
SOMUDPP12A8C13B63E	TRGQUWH128F4269031
SOMUDRV12AB0182AED	TROKYUX128F9320D58
SOMUDVQ12A8C13DBB6	TRKIJGM128F42AC780
SOMUDZV12AB018D552	TRBCTGC12903CCC7EF
SOMUEBO12AB0181F8E	TRZPIYW128F9300F4C
SOMUECJ12A6D4F7FA5	TRSENTZ128F1468B62
SOMUECS12AB0183363	TROXDTJ128F92F6EAD
SOMUEDS12AF72A0C86	TRJRKYJ128F9342CD3
SOMUEEA12A67ADB04A	TRCPRMJ128EF33F139
SOMUEEF12A6701F2E0	TRNIQQN128E0785A94
SOMUEHY12AB018992C	TRIAJPE128F9364CB8
SOMUEIJ12AB017F88E	TRLVEOR128F9313398
SOMUEJN12AB0189AB9	TRLHXPF12903CB4FF4
SOMUEKA12A6D4FC452	TRFSWCI128F4289BD8
SOMUEMD12A8C1346D5	TRYMYSV128F426FDE4
SOMUEMS12A8C13CE52	TRAGQHZ128F42A11E7
SOMUENG12A8C1442F3	TRMYVBJ128F92CE550
SOMUENL12A6D4F856C	TRDLKJF128F146DCF3
SOMUEPB12A8C1347A6	TRZHVBL128F4277817
SOMUEQP12A8C13E23B	TRPMELY128F42825D8
SOMUESM12A8AE4662A	TRQIEGE128F425BEA4
SOMUESN12A8C13A9C6	TRDFMIX128F427D5F8
SOMUEUH12AB0181EB7	TRWDIFU128F92EA852
SOMUEUJ12A8AE4900D	TRZSVYM128F932012B
SOMUEVG12A58A77525	TRRNWLH128F4218F3C
SOMUEWK12A8C13711B	TRVZXUZ128F42592C2
SOMUEZH12A6D4F66C6	TRHTIBJ128F14656C0
SOMUEZI12A8C13C8F8	TREBCAO128F426BA5B
SOMUEZI12A8C141047	TRMZMKN128F92F8F86
SOMUEZR12AF72A83BA	TRBUIMS12903CD7F76
SOMUFAO12A8C138C5F	TRGJRXY128F4290D8B
SOMUFBL12AB017F883	TRDEAZG128F93125D8
SOMUFCQ12AB0186126	TRQMTRX128F9322E50
SOMUFDS12AB0180997	TRGYVSU128F933CEF4
SOMUFEE12A58A7B75F	TRZWFOQ128F4258550
SOMUFEP12A8AE484E2	TRFPSNW128F4276012
SOMUFJO12AB017FF53	TRUJJRR128F9312C0F
SOMUFJY12A6D4F77BC	TRCDUVM128F145FB51
SOMUFKK12AB0188457	TRWPKQN12903CD1919
SOMUFLT12AC468D224	TRTEXUK12903D05D7E
SOMUFOQ12A8C1425DE	TRKSUQQ128F93375ED
SOMUFPF12A8C13FF2E	TRNHALX128F931FC04
SOMUFPM12AB0182F25	TRRXMWS128F92EEDCC
SOMUFQI12AB0187429	TRLWKIP12903CE3643
SOMUFQU12A6D4FA955	TRDQRDZ128F14A3028
SOMUFSJ12AB0182C55	TRVYCCB128F933EE9A
SOMUFSK12A58A7B586	TRIIOUT128F423BE0F
SOMUFSZ12A67021A3A	TRCTDNQ128E078CE2C
SOMUFUC12AC468586E	TRMBTWB12903D0745A
SOMUFUO12AC4689012	TRNTHPS12903D09D06
SOMUFXI12AC468CAD5	TRGAOLL12903CF52EB
SOMUFYL12AB0185D85	TRYOGRR128F932BA01
SOMUGAD12AB018331F	TRUVRIA12903CA920A
SOMUGBW12AB01833E2	TRRWKEA128F931BD5F
SOMUGDJ12AC46889B2	TRPCNEB12903CF1382
SOMUGDX12AAF3B3897	TRMUIEQ128F92DAD0A
SOMUGEZ12A8C138668	TRUNNVD128F424B004
SOMUGHK12A8C13F7D7	TRRGTWM128F42BCBE9
SOMUGIB12AB0182818	TRVORNQ12903D0832B
SOMUGIW12A8C139C75	TRFDZSY128F42641E6
SOMUGIZ12AB017A641	TRZVORW12903CDF3CE
SOMUGJA12A67020841	TRSAMWH128F4214D8B
SOMUGJE12AC3DF612F	TRFPIAR12903CEAA93
SOMUGKS12A8C14494B	TRPOIZD128F92FA1CA
SOMUGLW12A58A7CC78	TRFEHQF128F148E0CC
SOMUGNJ12A6D4FC015	TRDEXNU128F42437A9
SOMUGNQ12A6D4F75D3	TRQOKZE128F1457FF3
SOMUGNT12AAA8C6BB5	TRQGUGZ128F92F45D1
SOMUGOK12A8C136F80	TRVHNIJ128F426096A
SOMUGRZ12A8AE47C81	TRWDFQM12903CBE558
SOMUGSM12A8C13FA30	TRPEXQV128F428C8CE
SOMUGSQ12AB017DE01	TRKGQIF128F92EC1B9
SOMUGTC12A6D4F970A	TRQVXVJ128F423DB65
SOMUGTI12A6D4F7FA8	TRSHTTA128F1469578
SOMUGUC12A58A7EE34	TRXHKCJ128F42BC88D
SOMUGUR12AB01820E4	TRTQKUA128F92FC92F
SOMUGVD12A8C135DEF	TRMURVD12903CEDA4F
SOMUGXW12A6D4FCAC8	TRSFCXR128F42344A9
SOMUGYF12A6D4F633B	TRLWGMB128F1460B96
SOMUHBT12A58A7E5F0	TRYPQWF128F92E4B3B
SOMUHBT12AB0180580	TRFOYHV128F930D334
SOMUHDG12AB018161C	TRTAWGH128F931F09B
SOMUHEF12A8C13C58A	TRNYVED128F4299491
SOMUHER12A6D4F5C23
SOMUHEU12A6D4F8CC8	TROKNXI128EF35224A
SOMUHGH12AC960A47A	TRCJBLV12903D03E07
SOMUHGW12A8C13A94E	TROAJAF12903CE6FE2
SOMUHJJ12A8C1342D1	TRDIZAK128F934B484
SOMUHKF12A8C1358DB	TRSGLQL128F4259346
SOMUHKH12AC3DF4844	TROGXLT12903CDDF52
SOMUHNU12AB0186768	TRUMAQB12903CD7AE6
SOMUHOC12A8C1362F2	TRKOYDZ128F4252EE9
SOMUHOI12A8C13F110	TRZQMBJ128F42AE13B
SOMUHPW12AB017EB6A	TRPICXZ128F930E6DC
SOMUHQQ12AB018B637	TRHHQYM12903CE63E0
SOMUHQW12A8C1423C2	TRQAVDV128F92D02C3
SOMUHRJ12A58A76475	TRFFIHI12903CF1436
SOMUHRN12A58A80470	TRFJLSN128F1475CC2
SOMUHSU12AB01800CA	TRKRIAS128F92F064E
SOMUHTI12A8AE4590D	TRZXQNG128F42685B6
SOMUHTN12AF72A0D1A	TRNCVAM12903CC50A7
SOMUHYL12A8C1459FA	TRLUTKT128F92ECB45
SOMUHYP12A8C13A76A	TRTTKRE128F427BD4D
SOMUHZC12AB01843F5	TRJQPLM128F9319244
SOMUHZD12AB018818B	TRAFUHL12903CB3096
SOMUHZR12A58A78E47	TRJACRX128F422B628
SOMUIAB12A58A7DC23	TRDZANR128F425A83B
SOMUIAT12AB0180790	TRJIMBG128F93327C0
SOMUICE12A58A7C6EE	TRPVGFR128F425D434
SOMUIFL12A8C142124	TRAQVWH128F92E1AB8
SOMUIFX12AB0185B44	TRRGSQJ128F933A33B
SOMUIHT12AB017FA4D	TRDUTRW128F931F5B5
SOMUIIT12AC9071C2C	TRZBBZW12903CFA4E2
SOMUIJT12A8C13D413	TRDMMUY128F42A3653
SOMUIKO12A58A7C0C2	TRTNPVO128F92F8FC4
SOMUINS12AB0181B6D	TRTLBQN128F9333B72
SOMUIOD12A6D4F6AD3	TRIUGYO128F1458E66
SOMUIOP12A8C13AF1F	TRZZXQC128F4279552
SOMUIPM12A8C13D06E	TRCYQQY128F427D89A
SOMUIQP12A8C140AF0	TRTRRCX128F4291C41
SOMUIRX12AB0181DCD	TRDACHA128F931AFEF
SOMUISS12A8C139F39	TRLNRJB128F4291D8A
SOMUISU12A6D4F70D4	TRULXXM128F146972C
SOMUIUC12A6D4FD400	TREVLOO128F422A031
SOMUIUQ12AB0181613	TRIZYLF128F932529B
SOMUIUX12A8C143AD4	TRDYWET128F92EF4C2
SOMUIYL12A8C13CD5D	TRTURIQ128F42A01AA
SOMUIZN12A8C143FF8	TRCYWKQ128F92F9446
SOMUIZV12AC468A6F7	TRRIRHC12903CF23B2
SOMUJBO12AB017FBAF	TRMTOFZ128F93132C9
SOMUJCO12A8C13505D	TRKVILR128F4255CB4
SOMUJEU12AB0180F8B	TRNZVBG128F930962E
SOMUJGD12A8C13EC6B	TRAHIRL128F42922C3
SOMUJGP12A8AE45F3B	TRWTRFC128F427AF9D
SOMUJHM12A8C13FED5	TRFSCIU128F4292232
SOMUJIY12A8C13CB61	TRXNWAB128F429B762
SOMUJJW12A6D4FBA19	TRKINRK12903CBB27A
SOMUJKC12AB01865AD	TRACJRM12903C9595A
SOMUJKQ12AB0181A80	TRUAOYU128F9342A6A
SOMUJMM12A6D4FB1A1	TREWVTD128F4224038
SOMUJPS12AB01830FD	TRAKLVX128F92F7CE7
SOMUJRC12A8C13C2FA	TRYBVEK128F428FA4A
SOMUJVD12A8C136FEB	TRGEAUM128F426807D
SOMUKAI12AB017E08E	TRBAHKU128F92E7281
SOMUKBJ12AB017E0F7	TRUVTXK128F93201FC
SOMUKCK12A8C144130	TRXAGUY128F92F1FE9
SOMUKCO12AF72AB5B5	TRFHCPD128F934AB23
SOMUKDS12A670203AB	TRVCSKP128E0786246
SOMUKDT12AAF3B23D8	TRZBXMX12903C9BDCD
SOMUKGM12AB017D31E	TRCIYYB128F92F7DD6
SOMUKGU12A58A7CDA4	TRQPDRI128F4260284
SOMUKHE12A8C140D7B	TRESRDL128F92C52D0
SOMUKHE12AF72A4D91	TRGKHPW128F92E4995
SOMUKHG12AB01872FD	TRWEYWE12903CE299E
SOMUKHQ12A67020769	TRMHOZP128E078F3CF
SOMUKIV12A8AE460E4	TRFYSCM128F92F42AE
SOMUKKK12AB0185AA3	TRRSNJZ128F9317889
SOMUKKQ12AB0184755	TROUNAK128F9337BB4
SOMUKME12A8AE47D60	TRAVTHZ128F4256A36
SOMUKNB12AB0184E2F	TRHPYTO128F9329838
SOMUKPH12A67ADAC05	TRSYGJD128EF3444E0
SOMUKPU12A6D4F8295	TRAHTIG128F145DBA0
SOMUKRV12A6D4F8020	TRHSQAU128F146630D
SOMUKRW12AC90752C0	TRFMEMF12903CF0F84
SOMUKSK12A8C134403	TRKCJTP128F424A8B1
SOMUKSQ12AB017E6E8	TRIMBWS128F92F50DB
SOMUKTS12A8C139161	TRGJICZ128F4281A11
SOMUKXE12AB017FB6C	TRNJAKH128F92FB0DB
SOMULAF12AB0186B6B	TRMZFCT128F9326A26
SOMULAZ12A8C134ADE	TRVBNDA128F42500BF
SOMULBF12A8C134329	TRMMUQS128F424CD1D
SOMULCG12A8C137D07	TRUCHQN128F425BACE
SOMULDS12A8C1394F6	TRGWIYS128F4285843
SOMULEJ12A58A75FD0	TRQBOWD12903CCE91D
SOMULEX12A8C13A9D3	TRFUUFA128F429DBE4
SOMULFL12A6D4F6D57	TRJPUDR128F1495676
SOMULIO12A6D4FA693	TRPKPAG128F4213864
SOMULKX12AB018A778	TRJDUGM12903CCBB47
SOMULNJ12A8C13F663	TROVVQB128F4292188
SOMULOL12AB017C240	TRCMPQH128F9310FE5
SOMULPY12AB0179C95	TRGHGIQ128F92E6CED
SOMULQH12A8C138213	TRACUII128F426869B
SOMULRA12A67ADF479	TRLYZBP128EF33FAA9
SOMULTJ12A6D4FAB71	TRPTTPV128F14A7802
SOMULTQ12A67ADE98A	TRAKKVD128F14A895B
SOMULTS12AB017AEFE	TRQKQYI128F92E0EA8
SOMULVU12A8C13AFF5	TRDGXLP128F4279BC4
SOMULWC12A8C1379C6	TRSJWMP128F425992E
SOMULXF12A8C13E639	TROQLJF128F429559A
SOMUMAF12A58A7AFAC	TRIROVT128F42710C6
SOMUMBA12AB01826EC	TRDJSWZ128F932C2AD
SOMUMBN12AB0189070	TRDENWD12903CA69AF
SOMUMBS12AB018BE8F	TRHCEUN12903CDA93D
SOMUMBZ12A8C1318D7	TRKCFMI128F42430B8
SOMUMCG12A67AD7123	TROJTIZ128E079480F
SOMUMDQ12AB017EC3A	TRSLEMK128F93011AF
SOMUMFZ12AB01805E3
SOMUMGD12AB0181FDE	TRZWZEN128F9345C7A
SOMUMGU12A8C13DB68	TRXEBIY12903CDB181
SOMUMHH12A81C23E9E	TRMVQNG128F4225263
SOMUMHP12A8C142933	TRESKGH128F428A3DF
SOMUMHW12AF72A2086	TRHUACN128F145A1AE
SOMUMHZ12AC3DF6847	TRPYIRI12903CEEDFF
SOMUMIV12AB017E0E8	TRXFHYU128F930A867
SOMUMJA12A6701CE69	TRABHTY12903CCE195
SOMUMJA12A81C2228B	TRXGPST128F423B7BB
SOMUMJR12A8C13F002	TRPKPQX128F930057B
SOMUMMG12A58A7EBF3	TRPLAAB128F93078EC
SOMUMOC12A679AE5A7	TRPNOLD128E0792FCE
SOMUMPR12AB01839AC	TRRZINC128F932AF36
SOMUMSI12A8C13C94B	TRNRRRC128F4289C35
SOMUMSQ12AB017C2CD	TRNQMNM128F92EDA76
SOMUMSV12A58A7C04D	TRCLZRL128F92F9032
SOMUMTC12AC468D3EA	TRBORMZ12903CEDE66
SOMUMTY12AB0184427	TRMRWFQ12903CE7393
SOMUMUH12A58A7D317	TRIBNSU128F9335C2F
SOMUMVA12AB01801FC	TRSORRS128F93217D3
SOMUMWA12AB0181343	TRPEPKF128F92F4183
SOMUMXK12A8C1381EA	TRVXUZR128F427C7A7
SOMUMZJ12AB0187BB9	TRZEOCO12903CCEEED
SOMUMZQ12AB017CF4E	TRXHLBS128F9305E01
SOMUNBC12AB0182418	TRSSBBN128F92E1DCC
SOMUNCC12A8C13A3F1	TRDAIYE128F426F04F
SOMUNEG12A58A7948E	TRZLXPQ128F146BC75
SOMUNEV12AB0187D30	TRHFTVE12903CDB374
SOMUNFG12AB017D5D7	TRVFCMO128F92F7125
SOMUNGG12A81C20ACF	TRRSNMQ128F426BCE4
SOMUNHF12AB017B364	TRUFKJN128F9305DC4
SOMUNIX12A58A78CB9	TRHBSUL128F930AEA5
SOMUNKA12A8C1392DD	TRZAWQQ128F4292B9E
SOMUNKC12AB017C2E1	TRSWIWP12903CD6A36
SOMUNKK12AAF3B2DC6	TRFRWAS128F92F00FD
SOMUNLM12AB0182704	TRKDZDY128F930D13F
SOMUNLU12A8C13B66B	TRYXSSE128F428A9D1
SOMUNMO12A8159E89C	TRSACLI128F4250CBC
SOMUNOQ12A58A7B24C	TRGARWB128F92EF574
SOMUNPF12AB0189109	TRGJQNA12903CB6554
SOMUNPG12AB018B6ED	TRYEYGR12903CF1375
SOMUNPR12AB01820E7	TRFJDQQ128F93266F4
SOMUNRL12AB018955E	TRMQXZA128F933C87B
SOMUNRN12AAA8C6762	TREQOHG128F92EF798
SOMUNUD12A58A7C33C	TRLXOOL128EF34A948
SOMUNVU12A6D4FB0E0	TRXXXEN128F42467F6
SOMUNVX12A8C134D7E	TRJVEQM128F424249D
SOMUNXJ12AF72A535B	TRCOEKM128F428CD5D
SOMUNXL12AB01862E9	TRSMJJX12903CE28C0
SOMUNYK12AF72AA4CE	TRDLKDG128F9315320
SOMUNZJ12AB0186C2C	TRKBIGK12903CA32CE
SOMUOAK12A8C13137D	TRRVWAJ128F423F3F2
SOMUOAR12AB0183025	TREZLDQ128F93374CC
SOMUODU12A8AE48313	TRPXIKR128F423902D
SOMUOFJ12A6D4FB3D7	TRHSNWD12903D0859C
SOMUOHU12A6310F273	TRSEHKD128E0782311
SOMUOHV12AB017BB0A	TRSOVPL128F92D5C2E
SOMUOHZ12A58A7D971	TRGBYJF128F146A362
SOMUOIR12A8C141240	TRUKIWF128F92C5A4C
SOMUOJI12A6D4FBB66	TRXQJAO128F4219A86
SOMUOJN12AB01875AB	TRSTMFH12903CE4CD3
SOMUOKJ12A6D4F4DFE	TRVGABD128F146C1DB
SOMUOLS12A6D4F4154	TRRDOXL128F145AFFC
SOMUOME12AC468A495	TRPOIBW12903CE81C4
SOMUOMJ12A6D4FA324	TRSRMKW128F14A9369
SOMUONH12AF729F1D4	TRBMOXB128F145E9B7
SOMUONN12AB0181861	TRZOVCJ128F933396A
SOMUONX12A8C13B24D	TRSPKXW128F427511C
SOMUOOH12A8C13F599	TRSXCNR128F428A6FC
SOMUOQK12A58A7D277	TRSBMCR128F92E733C
SOMUORP12A8C13FB5A	TRLIZWI128F42814EA
SOMUORW12AC468BB47	TRNCJCT12903D0B6A4
SOMUOTJ12AB018429F	TRXCCVN12903CAB203
SOMUOWU12A58A7CD1F	TRQSXCL128F428B46A
SOMUOXA12A8C13716E	TRVSCAH128F426247B
SOMUOZR12A63110840	TRFZOBI128E07828E9
SOMUPAF12AB01874CE	TRDGTOY12903CE703C
